,economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,fin2,fin3,fin4,fin5,fin6,fin7,fin8,fin9,fin10,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin14a,fin14b,fin14c,fin15,fin16,fin17a,fin17b,fin19,fin20,fin21,fin22a,fin22b,fin22c,fin24,fin25,fin26,fin27a,fin27b,fin27c1,fin27c2,fin28,fin29a,fin29b,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31c,fin32,fin33,fin34a,fin34b,fin34c1,fin34c2,fin35,fin36,fin37,fin38,fin39a,fin39b,fin39c1,fin39c2,fin40,fin41,fin42,fin43a,fin43b,fin43c1,fin43c2,fin44,fin45,fin46,fin47a,fin47b,fin47c1,fin47c2,fin47c3,fin47c4,fin47c5,mobileowner,fin48,account_fin,account_mob,account,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,pay_onlne,pay_onlne_mobintbuy,pay_cash,pay_cash_mobintbuy,% deviation from mean age
114292,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,180129353,0.261434414974821,2,66.0,1.0,1,0.0,2,,,,,2,,,,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2,2,,2,2,2,1.0,2,2,2,2,2,2.0,2,,2.0,,,,,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,1.0,2,,,,,,,,1,1,2.0,2.0,1.0,2.0,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,2.0,,0,0.0,0,1,0,4,2,2,4.0,2,3.0,0.0,,0.0,,63.06764836685281
114293,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,171987745,0.424915727123944,2,24.0,3.0,5,1.0,1,1.0,1.0,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,1,2.0,1,1,1,2.0,2,2,2,2,2,,1,1.0,1.0,1.0,2.0,,,2.0,,,,,2,,,,1,2.0,1.0,2.0,,,2.0,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1,0.0,1,1,0,1,4,4,4.0,4,1.0,0.0,0.0,1.0,1.0,40.70267332114443
114294,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,178228576,0.732468626538549,2,88.0,1.0,4,1.0,1,1.0,2.0,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,1,1,1,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,1,1,2.0,2.0,1.0,2.0,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,2.0,,1,0.0,1,1,0,4,2,2,4.0,2,5.0,0.0,,0.0,,117.42353115580374
114295,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,193725076,0.388120603433874,2,30.0,2.0,5,1.0,1,1.0,2.0,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,1,1,2,2.0,2,2,2,2,1,,1,3.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,1.0,,,,,,1.0,,1,0.0,1,1,1,4,4,4,4.0,2,5.0,0.0,,0.0,,25.878341651430542
114296,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,194711242,2.33319636965126,2,33.0,3.0,5,1.0,1,1.0,2.0,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,2,1,1,2.0,2,2,2,2,2,,1,3.0,1.0,1.0,2.0,,,2.0,,,,,1,2.0,2.0,1.0,1,1.0,1.0,2.0,,,1.0,1.0,1,2,1.0,2.0,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,1,0.0,1,1,0,1,1,4,2.0,2,1.0,0.0,,0.0,,18.466175816573596
114297,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,187084257,1.1979917373404,1,57.0,1.0,1,1.0,2,,,,,2,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,2.0,,0,0.0,0,1,0,4,4,4,4.0,4,5.0,0.0,,0.0,,40.83115086228197
114298,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,156608530,1.06692599426609,1,18.0,2.0,2,0.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2.0,2,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,2.0,,0,0.0,0,0,1,4,4,4,4.0,4,5.0,0.0,0.0,1.0,1.0,55.52700499085832
114299,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,204779125,0.776156597846066,2,20.0,2.0,2,0.0,2,,,,,2,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,0,1,4,4,4,4.0,2,5.0,0.0,,0.0,,50.5855611009537
114300,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,117611794,1.70292742884875,2,23.0,3.0,4,1.0,2,,,2.0,2.0,2,,1.0,2.0,,,,,,,,,2,2,,1,2,2,2.0,2,1,2,2,1,,2,,1.0,1.0,2.0,,,1.0,1.0,2.0,,,1,2.0,2.0,1.0,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,1,0.0,1,1,1,2,4,4,2.0,2,1.0,0.0,,0.0,,43.17339526609675
114301,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,115664503,0.746284287630787,2,50.0,2.0,5,1.0,2,,,,,2,,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,1,2,1,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,0,0.0,0,0,1,4,4,4,2.0,2,5.0,0.0,,0.0,,23.536097247615764
114302,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,151574464,1.88846279762201,2,22.0,1.0,2,1.0,2,,,,,2,,,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,1,2,1,2,,1,3.0,2.0,,,,,1.0,1.0,2.0,,,1,2.0,2.0,1.0,1,1.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,0,1,2,4,4,4.0,2,2.0,0.0,,0.0,,45.644117211049064
114303,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,132368001,0.916885865371573,1,20.0,2.0,5,0.0,2,,,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,2,2,2,2.0,2,2,2,2,2,,1,7.0,2.0,,,,,1.0,1.0,2.0,,,2,,,,2,,,,,,,,1,2,2.0,2.0,2.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,1.0,,1,0.0,1,0,0,4,3,4,4.0,4,1.0,0.0,,0.0,,50.5855611009537
114304,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,122404159,0.261434414974821,2,65.0,2.0,4,1.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,,1,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,1,2,2.0,2.0,2.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,2.0,,0,0.0,0,1,0,4,3,4,4.0,2,5.0,0.0,,0.0,,60.59692642190049
114305,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,118499466,0.490233810740354,2,79.0,3.0,5,1.0,1,1.0,2.0,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,2,2,2,2.0,2,1,2,2,1,,2,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,2.0,2.0,1.0,2,,,,,,,,2,1,1.0,2.0,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,1,0.0,1,1,1,4,4,1,4.0,2,2.0,0.0,,0.0,,95.18703365123291
114306,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,126789618,2.44117598459787,1,48.0,2.0,3,1.0,2,,,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,1,1,1,2.0,2,2,2,2,2,,1,2.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2.0,,1,0.0,1,1,0,4,4,4,2.0,2,5.0,0.0,,0.0,,18.594653357711135
114307,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,130542330,0.261434414974821,1,29.0,2.0,5,1.0,2,,,,,2,,,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2,2,,2,2,2,2.0,2,1,1,2,1,,1,1.0,1.0,1.0,2.0,,,1.0,2.0,2.0,2.0,1.0,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,1,1,4,4,4,4.0,4,2.0,0.0,,0.0,,28.349063596382855
114308,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,201064939,1.07581714381921,1,55.0,1.0,4,1.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2,2,,2,1,2,2.0,2,2,2,2,2,,1,3.0,2.0,,,,,2.0,,,,,2,,,,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,1,0,2,4,4,4.0,4,5.0,0.0,,0.0,,35.88970697237734
114309,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,148999495,0.413825554760111,1,56.0,2.0,5,1.0,1,1.0,2.0,2.0,2.0,2,,2.0,2.0,,,,,,,,,2,2,,2,2,2,2.0,2,2,2,2,2,,1,3.0,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,2.0,,1,0.0,1,0,0,4,4,4,4.0,4,5.0,0.0,,0.0,,38.360428917329656
114310,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,179436960,0.913838513914093,1,31.0,2.0,5,0.0,2,,,,,2,,,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,1,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,0,0.0,0,0,1,4,4,4,4.0,2,5.0,0.0,,0.0,,23.407619706478226
114311,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,157339751,0.352190701578731,2,58.0,3.0,5,1.0,1,1.0,2.0,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,1,2,2,1.0,2,1,1,1,2,1.0,2,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1.0,1.0,2.0,,,1.0,1.0,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1,0.0,1,1,1,1,4,4,4.0,2,2.0,0.0,,0.0,,43.30187280723429
114312,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,204687463,0.870884008983695,1,31.0,1.0,1,1.0,2,,,,,2,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,2,,2,1,2,1.0,2,2,2,2,2,1.0,1,1.0,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2.0,,0,0.0,0,1,1,4,4,4,2.0,4,5.0,0.0,,0.0,,23.407619706478226
114313,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,137582605,1.26374298369717,2,52.0,1.0,4,0.0,2,,,,,2,,,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,0,0,4,4,4,4.0,2,2.0,0.0,,0.0,,28.477541137520394
114314,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,129525255,0.852335273543621,2,67.0,1.0,1,1.0,1,1.0,2.0,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,1.0,2.0,2.0,1.0,2.0,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,1,0.0,1,0,0,4,4,4,4.0,2,3.0,0.0,,0.0,,65.53837031180512
114315,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,189723647,0.299497934335099,1,79.0,1.0,4,0.0,2,,,,,2,,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,1.0,2.0,2.0,1.0,1.0,2,,,,2,,,,,,,,1,1,2.0,2.0,1.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,2.0,,0,0.0,0,0,0,4,2,2,4.0,4,2.0,0.0,,0.0,,95.18703365123291
114316,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,128802007,0.715865168625495,1,30.0,2.0,1,1.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2,,2,2,2,2.0,2,2,2,2,1,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,1,2.0,2.0,2.0,1.0,2.0,,,1,2,2.0,2.0,1.0,2.0,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2.0,,0,0.0,0,0,1,2,2,4,2.0,2,5.0,0.0,,0.0,,25.878341651430542
114317,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,201168600,0.828065030797342,2,40.0,1.0,2,0.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,2.0,,0,0.0,0,0,0,4,4,4,4.0,4,5.0,0.0,,0.0,,1.1711222019073892
114318,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,183092097,1.06228931780986,2,21.0,3.0,2,1.0,2,,,,,2,,,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2,3,,2,1,2,2.0,2,2,2,2,2,,2,,1.0,2.0,1.0,,,1.0,2.0,1.0,,,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,1.0,1,1,0,4,4,4,4.0,4,1.0,0.0,,0.0,,48.11483915600138
114319,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,154825124,0.598995868670198,1,78.0,1.0,2,0.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,2,,1,2.0,2.0,,,,,1.0,2.0,2.0,1.0,2.0,2,,,,2,,,,,,,,1,2,2.0,2.0,1.0,2.0,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2.0,,0,0.0,0,0,0,4,2,4,2.0,4,3.0,0.0,,0.0,,92.71631170628059
114320,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,151163302,0.727276996021511,2,37.0,2.0,1,1.0,2,,,,,2,,,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,2,,,,1,2.0,2.0,2.0,1.0,2.0,,,1,2,2.0,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,0,0,2,2,4,4.0,4,5.0,0.0,,0.0,,8.583288036764333
114321,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,155963699,1.11746687443887,2,30.0,2.0,4,0.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,1,,2,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,1,1,4,4,4,4.0,2,2.0,0.0,,0.0,,25.878341651430542
114322,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,151203572,1.1642348967691,2,16.0,2.0,2,0.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,1,2,2.0,2.0,1.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,0,0,4,2,4,4.0,4,5.0,0.0,,0.0,,60.468448880762956
114323,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,133254746,0.708946145990328,2,31.0,2.0,1,0.0,1,1.0,2.0,2.0,2.0,2,,2.0,1.0,,,,,,,,,2,2,,1,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,1,1,1.0,2.0,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,1,0.0,1,1,0,4,1,1,2.0,2,5.0,0.0,,0.0,,23.407619706478226
114324,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,140531220,0.286474639340383,1,75.0,2.0,3,0.0,2,,,,,2,,,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2,2,,1,1,2,2.0,2,2,2,2,1,,1,2.0,2.0,,,,,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,1.0,2,,,,,,,,1,1,2.0,2.0,1.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,2.0,,0,0.0,0,1,1,4,2,2,4.0,2,3.0,0.0,,0.0,,85.30414587142364
114325,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,191008215,0.898493803005298,1,83.0,1.0,1,0.0,2,,,,,2,,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,1,1,2.0,2.0,1.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,2.0,,0,0.0,0,0,0,4,2,2,4.0,4,5.0,0.0,,0.0,,105.06992143104218
114326,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,171089828,1.21848954504581,2,29.0,2.0,1,0.0,2,,,,,2,,,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,1,,1,2.0,2.0,,,,,1.0,2.0,2.0,1.0,1.0,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,0,1,4,4,4,4.0,4,2.0,0.0,,0.0,,28.349063596382855
114327,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,205618115,2.1826909360147,2,47.0,2.0,3,0.0,2,,,,,2,,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,1,2,1,,2,,1.0,2.0,2.0,2.0,2.0,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,0,0.0,0,0,1,4,4,4,4.0,2,4.0,0.0,,0.0,,16.123931412758818
114328,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,145492932,0.534925804049133,2,74.0,3.0,5,0.0,1,1.0,1.0,2.0,2.0,2,,1.0,2.0,,,,,,,,,2,2,,2,1,1,2.0,2,2,2,2,2,,1,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1,2.0,2.0,1.0,2,,,,,,,,1,1,3.0,2.0,2.0,3.0,,,2.0,,,,,,,2.0,,,,,,,,1.0,,1,0.0,1,1,0,4,3,3,4.0,2,2.0,0.0,,0.0,,82.83342392647133
114329,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,188630759,0.5551896363395,2,56.0,1.0,2,0.0,1,2.0,,,,2,,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,2,,1,4.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,2.0,,0,0.0,0,0,0,4,4,4,4.0,2,2.0,0.0,,0.0,,38.360428917329656
114330,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,177357080,0.625655031125778,1,31.0,1.0,2,1.0,2,,,,,2,,,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,2,,1,3.0,2.0,,,,,1.0,2.0,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,1,0,2,4,4,4.0,2,2.0,0.0,,0.0,,23.407619706478226
114331,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,174002950,1.8239745299611,1,15.0,2.0,1,0.0,2,,,,,2,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2,2,,2,2,2,2.0,2,1,2,2,1,,2,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,0,1,4,4,4,4.0,4,5.0,0.0,,0.0,,62.93917082571527
114332,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,135802536,0.33175597981973,2,33.0,2.0,5,1.0,2,,,2.0,2.0,2,,1.0,2.0,,,,,,,,,2,2,,1,2,2,2.0,2,1,1,2,1,,2,,1.0,1.0,2.0,,,1.0,2.0,2.0,1.0,1.0,1,1.0,2.0,,1,2.0,2.0,2.0,2.0,1.0,,,2,2,,,,,,,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,1.0,,1,0.0,1,1,1,1,4,4,1.0,1,1.0,0.0,,0.0,,18.466175816573596
114333,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,135410189,0.34033402082809,2,37.0,2.0,3,1.0,1,1.0,2.0,2.0,2.0,2,,1.0,1.0,,,,,,,,,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,1.0,1.0,2.0,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,1,2,1.0,2.0,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,2.0,,1,0.0,1,0,0,4,1,4,4.0,2,1.0,0.0,,0.0,,8.583288036764333
114334,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,112018572,0.54623827255831,2,35.0,1.0,1,0.0,2,,,,,2,,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,2.0,2,1,2,2,1,,2,,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,1,2,2.0,2.0,1.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,2.0,,0,0.0,0,0,1,4,2,4,4.0,4,5.0,0.0,,0.0,,13.524731926668965
114335,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,158780179,1.24952205230455,1,30.0,2.0,3,1.0,2,,,,,2,,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2,2,,1,2,2,2.0,2,1,1,2,1,,2,,2.0,,,,,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,1.0,2,,,,,,,,1,2,2.0,2.0,1.0,2.0,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,2.0,,0,0.0,0,1,1,4,2,4,4.0,2,3.0,0.0,,0.0,,25.878341651430542
114336,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,198663425,1.06341921898549,2,34.0,2.0,2,0.0,2,,,,,2,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,2,,2,2,2,2.0,2,2,2,2,2,,2,,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,0,0.0,0,0,0,4,4,4,4.0,2,5.0,0.0,,0.0,,15.99545387162128
114337,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,167956294,0.518401600394508,2,53.0,2.0,4,0.0,2,,,,,2,,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2,2,,2,2,2,1.0,2,2,2,2,2,2.0,1,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,2.0,,0,0.0,0,1,0,4,4,4,4.0,4,2.0,0.0,,0.0,,30.94826308247271
114338,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,159776879,2.24224255752825,1,17.0,1.0,4,0.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,,1,2,2,2.0,2,2,2,2,2,,1,2.0,2.0,,,,,2.0,,,,,2,,,,2,,,,,,,,2,2,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,0,0.0,0,1,0,4,4,4,2.0,4,5.0,0.0,,0.0,,57.99772693581064
114339,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,196338881,0.974542098096511,1,30.0,2.0,5,0.0,1,1.0,2.0,2.0,2.0,2,,2.0,2.0,,,,,,,,,2,2,,2,2,2,2.0,2,2,2,2,2,,1,4.0,2.0,,,,,1.0,2.0,2.0,2.0,2.0,2,,,,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,1,0.0,1,0,0,4,4,4,4.0,4,4.0,0.0,,0.0,,25.878341651430542
114340,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,157436778,1.6593109689771,2,42.0,1.0,2,1.0,2,,,,,2,,,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2,2,,2,2,2,2.0,2,2,2,2,2,,1,2.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,1,1.0,2.0,2.0,1.0,2.0,,,2,2,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0,0.0,0,0,0,2,4,4,4.0,2,5.0,0.0,,0.0,,3.7703216879972414
114341,Philippines,PHL,East Asia & Pacific (excluding high income),70293928.0,136036988,1.56225353098127,1,32.0,2.0,4,1.0,2,,,,,2,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,,1,1,2,2.0,2,2,1,2,2,,1,1.0,2.0,,,,,2.0,,,,,1,2.0,2.0,1.0,2,,,,,,,,2,2,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,,0,0.0,0,1,1,4,4,4,4.0,2,5.0,0.0,,0.0,,20.93689776152591
